time,status,f0_
2024-03-09 08:23:00,reversed,1
2024-03-09 08:23:00,refunded,1
2024-03-09 08:24:00,denied,30
2024-03-09 08:24:00,approved,201
2024-03-09 08:24:00,reversed,1
2024-03-09 08:25:00,approved,180
2024-03-09 08:25:00,backend_reversed,1
2024-03-09 08:25:00,denied,24
2024-03-09 08:26:00,approved,171
2024-03-09 08:26:00,refunded,1
2024-03-09 08:26:00,reversed,1
2024-03-09 08:26:00,denied,17
2024-03-09 08:27:00,refunded,2
2024-03-09 08:27:00,denied,19
2024-03-09 08:27:00,backend_reversed,1
2024-03-09 08:27:00,approved,189
2024-03-09 08:28:00,denied,20
2024-03-09 08:28:00,reversed,2
2024-03-09 08:28:00,approved,203
2024-03-09 08:29:00,approved,188
2024-03-09 08:29:00,denied,22
2024-03-09 08:30:00,backend_reversed,1
2024-03-09 08:30:00,approved,190
2024-03-09 08:30:00,reversed,1
2024-03-09 08:30:00,refunded,1
2024-03-09 08:30:00,denied,23
2024-03-09 08:31:00,approved,186
2024-03-09 08:31:00,denied,23
2024-03-09 08:31:00,reversed,3
2024-03-09 08:31:00,refunded,2
2024-03-09 08:32:00,backend_reversed,1
2024-03-09 08:32:00,approved,175
2024-03-09 08:32:00,reversed,2
2024-03-09 08:32:00,denied,19
2024-03-09 08:33:00,denied,22
2024-03-09 08:33:00,reversed,2
2024-03-09 08:33:00,approved,200
2024-03-09 08:34:00,denied,13
2024-03-09 08:34:00,reversed,2
2024-03-09 08:34:00,approved,198
2024-03-09 08:35:00,reversed,1
2024-03-09 08:35:00,denied,15
2024-03-09 08:35:00,refunded,1
2024-03-09 08:35:00,backend_reversed,2
2024-03-09 08:35:00,approved,204
2024-03-09 08:36:00,denied,18
2024-03-09 08:36:00,refunded,1
2024-03-09 08:36:00,approved,178
2024-03-09 08:36:00,reversed,3
2024-03-09 08:37:00,refunded,1
2024-03-09 08:37:00,denied,20
2024-03-09 08:37:00,approved,185
2024-03-09 08:38:00,approved,195
2024-03-09 08:38:00,denied,18
2024-03-09 08:38:00,refunded,1
2024-03-09 08:39:00,denied,24
2024-03-09 08:39:00,reversed,1
2024-03-09 08:39:00,approved,213
2024-03-09 08:40:00,denied,24
2024-03-09 08:40:00,approved,209
2024-03-09 08:41:00,approved,215
2024-03-09 08:41:00,denied,29
2024-03-09 08:41:00,reversed,3
2024-03-09 08:42:00,refunded,2
2024-03-09 08:42:00,denied,18
2024-03-09 08:42:00,approved,210
2024-03-09 08:42:00,reversed,1
2024-03-09 08:43:00,approved,219
2024-03-09 08:43:00,denied,18
2024-03-09 08:44:00,approved,213
2024-03-09 08:44:00,denied,30
2024-03-09 08:44:00,reversed,1
2024-03-09 08:45:00,approved,219
2024-03-09 08:45:00,reversed,1
2024-03-09 08:45:00,denied,28
2024-03-09 08:46:00,denied,27
2024-03-09 08:46:00,reversed,1
2024-03-09 08:46:00,approved,212
2024-03-09 08:46:00,backend_reversed,1
2024-03-09 08:47:00,refunded,1
2024-03-09 08:47:00,backend_reversed,2
2024-03-09 08:47:00,approved,228
2024-03-09 08:47:00,denied,19
2024-03-09 08:48:00,approved,222
2024-03-09 08:48:00,denied,24
2024-03-09 08:48:00,reversed,1
2024-03-09 08:48:00,backend_reversed,3
2024-03-09 08:49:00,backend_reversed,1
2024-03-09 08:49:00,approved,235
2024-03-09 08:49:00,denied,26
2024-03-09 08:50:00,denied,34
2024-03-09 08:50:00,reversed,1
2024-03-09 08:50:00,approved,250
2024-03-09 08:51:00,approved,251
2024-03-09 08:51:00,denied,19
2024-03-09 08:51:00,reversed,2
2024-03-09 08:52:00,failed,1
2024-03-09 08:52:00,denied,26
2024-03-09 08:52:00,approved,230
2024-03-09 08:53:00,reversed,1
2024-03-09 08:53:00,failed,1
2024-03-09 08:53:00,approved,250
2024-03-09 08:53:00,refunded,1
2024-03-09 08:53:00,denied,22
2024-03-09 08:54:00,denied,23
2024-03-09 08:54:00,reversed,1
2024-03-09 08:54:00,approved,225
2024-03-09 08:55:00,approved,227
2024-03-09 08:55:00,refunded,1
2024-03-09 08:55:00,denied,26
2024-03-09 08:56:00,approved,255
2024-03-09 08:56:00,denied,24
2024-03-09 08:57:00,denied,30
2024-03-09 08:57:00,reversed,2
2024-03-09 08:57:00,approved,218
2024-03-09 08:58:00,denied,22
2024-03-09 08:58:00,reversed,1
2024-03-09 08:58:00,approved,247
2024-03-09 08:59:00,approved,231
2024-03-09 08:59:00,refunded,2
2024-03-09 08:59:00,denied,27
2024-03-09 08:59:00,reversed,1
2024-03-09 09:00:00,approved,245
2024-03-09 09:00:00,backend_reversed,2
2024-03-09 09:00:00,denied,34
2024-03-09 09:01:00,reversed,4
2024-03-09 09:01:00,approved,232
2024-03-09 09:01:00,denied,34
2024-03-09 09:02:00,approved,231
2024-03-09 09:02:00,denied,25
2024-03-09 09:02:00,reversed,1
2024-03-09 09:03:00,approved,260
2024-03-09 09:03:00,reversed,3
2024-03-09 09:03:00,denied,24
2024-03-09 09:04:00,denied,19
2024-03-09 09:04:00,backend_reversed,2
2024-03-09 09:04:00,approved,255
2024-03-09 09:04:00,reversed,1
2024-03-09 09:05:00,denied,21
2024-03-09 09:05:00,backend_reversed,1
2024-03-09 09:05:00,approved,228
2024-03-09 09:05:00,reversed,2
2024-03-09 09:06:00,denied,20
2024-03-09 09:06:00,reversed,1
2024-03-09 09:06:00,approved,258
2024-03-09 09:07:00,reversed,1
2024-03-09 09:07:00,denied,28
2024-03-09 09:07:00,backend_reversed,1
2024-03-09 09:07:00,approved,279
2024-03-09 09:08:00,backend_reversed,3
2024-03-09 09:08:00,approved,287
2024-03-09 09:08:00,denied,26
2024-03-09 09:09:00,denied,36
2024-03-09 09:09:00,reversed,3
2024-03-09 09:09:00,approved,295
2024-03-09 09:09:00,backend_reversed,1
2024-03-09 09:10:00,approved,251
2024-03-09 09:10:00,denied,30
2024-03-09 09:10:00,backend_reversed,1
2024-03-09 09:10:00,reversed,1
2024-03-09 09:11:00,denied,26
2024-03-09 09:11:00,approved,266
2024-03-09 09:11:00,refunded,1
2024-03-09 09:11:00,reversed,4
2024-03-09 09:12:00,backend_reversed,2
2024-03-09 09:12:00,denied,27
2024-03-09 09:12:00,reversed,1
2024-03-09 09:12:00,approved,279
2024-03-09 09:12:00,refunded,1
2024-03-09 09:13:00,denied,35
2024-03-09 09:13:00,reversed,1
2024-03-09 09:13:00,approved,291
2024-03-09 09:13:00,backend_reversed,3
2024-03-09 09:14:00,approved,297
2024-03-09 09:14:00,denied,25
2024-03-09 09:14:00,backend_reversed,1
2024-03-09 09:14:00,reversed,3
2024-03-09 09:15:00,denied,31
2024-03-09 09:15:00,approved,276
2024-03-09 09:16:00,approved,270
2024-03-09 09:16:00,denied,24
2024-03-09 09:16:00,backend_reversed,2
2024-03-09 09:16:00,reversed,1
2024-03-09 09:16:00,refunded,1
2024-03-09 09:17:00,approved,282
2024-03-09 09:17:00,refunded,1
2024-03-09 09:17:00,denied,39
2024-03-09 09:17:00,reversed,3
2024-03-09 09:18:00,approved,295
2024-03-09 09:18:00,reversed,1
2024-03-09 09:18:00,denied,28
2024-03-09 09:18:00,refunded,1
2024-03-09 09:19:00,approved,289
2024-03-09 09:19:00,reversed,1
2024-03-09 09:19:00,denied,32
2024-03-09 09:20:00,backend_reversed,1
2024-03-09 09:20:00,approved,301
2024-03-09 09:20:00,reversed,2
2024-03-09 09:20:00,denied,30
2024-03-09 09:21:00,denied,26
2024-03-09 09:21:00,approved,313
2024-03-09 09:21:00,reversed,3
2024-03-09 09:21:00,refunded,1
2024-03-09 09:22:00,backend_reversed,1
2024-03-09 09:22:00,approved,319
2024-03-09 09:22:00,reversed,1
2024-03-09 09:22:00,denied,41
2024-03-09 09:23:00,reversed,2
2024-03-09 09:23:00,approved,307
2024-03-09 09:23:00,refunded,1
2024-03-09 09:23:00,denied,31
2024-03-09 09:24:00,denied,22
2024-03-09 09:24:00,approved,323
2024-03-09 09:24:00,reversed,1
2024-03-09 09:25:00,backend_reversed,1
2024-03-09 09:25:00,approved,333
2024-03-09 09:25:00,denied,29
2024-03-09 09:26:00,refunded,1
2024-03-09 09:26:00,approved,324
2024-03-09 09:26:00,denied,39
2024-03-09 09:26:00,reversed,3
2024-03-09 09:27:00,approved,332
2024-03-09 09:27:00,backend_reversed,1
2024-03-09 09:27:00,refunded,1
2024-03-09 09:27:00,reversed,3
2024-03-09 09:27:00,denied,39
2024-03-09 09:28:00,approved,339
2024-03-09 09:28:00,refunded,2
2024-03-09 09:28:00,reversed,4
2024-03-09 09:28:00,denied,38
2024-03-09 09:28:00,backend_reversed,1
2024-03-09 09:29:00,approved,288
2024-03-09 09:29:00,denied,36
2024-03-09 09:29:00,backend_reversed,4
2024-03-09 09:29:00,reversed,1
2024-03-09 09:30:00,approved,323
2024-03-09 09:30:00,reversed,4
2024-03-09 09:30:00,denied,34
2024-03-09 09:31:00,reversed,4
2024-03-09 09:31:00,denied,36
2024-03-09 09:31:00,backend_reversed,1
2024-03-09 09:31:00,approved,312
2024-03-09 09:32:00,reversed,2
2024-03-09 09:32:00,denied,26
2024-03-09 09:32:00,refunded,1
2024-03-09 09:32:00,approved,295
2024-03-09 09:33:00,denied,29
2024-03-09 09:33:00,reversed,1
2024-03-09 09:33:00,approved,315
2024-03-09 09:34:00,approved,333
2024-03-09 09:34:00,denied,39
2024-03-09 09:34:00,reversed,1
2024-03-09 09:35:00,reversed,5
2024-03-09 09:35:00,approved,322
2024-03-09 09:35:00,refunded,1
2024-03-09 09:35:00,denied,30
2024-03-09 09:36:00,reversed,4
2024-03-09 09:36:00,approved,304
2024-03-09 09:36:00,denied,34
2024-03-09 09:36:00,refunded,3
2024-03-09 09:37:00,denied,36
2024-03-09 09:37:00,reversed,2
2024-03-09 09:37:00,approved,310
2024-03-09 09:37:00,refunded,1
2024-03-09 09:38:00,approved,312
2024-03-09 09:38:00,reversed,5
2024-03-09 09:38:00,denied,32
2024-03-09 09:39:00,approved,312
2024-03-09 09:39:00,refunded,1
2024-03-09 09:39:00,denied,31
2024-03-09 09:39:00,backend_reversed,1
2024-03-09 09:40:00,approved,340
2024-03-09 09:40:00,denied,28
2024-03-09 09:40:00,reversed,4
2024-03-09 09:40:00,backend_reversed,2
2024-03-09 09:40:00,refunded,4
2024-03-09 09:41:00,refunded,1
2024-03-09 09:41:00,approved,307
2024-03-09 09:41:00,denied,32
2024-03-09 09:41:00,reversed,2
2024-03-09 09:42:00,approved,316
2024-03-09 09:42:00,denied,38
2024-03-09 09:42:00,refunded,1
2024-03-09 09:42:00,reversed,4
2024-03-09 09:42:00,backend_reversed,2
2024-03-09 09:43:00,denied,35
2024-03-09 09:43:00,refunded,1
2024-03-09 09:43:00,reversed,1
2024-03-09 09:43:00,backend_reversed,2
2024-03-09 09:43:00,approved,315
2024-03-09 09:44:00,backend_reversed,1
2024-03-09 09:44:00,approved,322
2024-03-09 09:44:00,denied,36
2024-03-09 09:44:00,refunded,1
2024-03-09 09:44:00,reversed,1
2024-03-09 09:45:00,approved,342
2024-03-09 09:45:00,reversed,1
2024-03-09 09:45:00,denied,38
2024-03-09 09:45:00,refunded,1
2024-03-09 09:45:00,backend_reversed,1
2024-03-09 09:46:00,denied,41
2024-03-09 09:46:00,approved,321
2024-03-09 09:46:00,reversed,4
2024-03-09 09:46:00,refunded,2
2024-03-09 09:47:00,denied,33
2024-03-09 09:47:00,reversed,3
2024-03-09 09:47:00,approved,350
2024-03-09 09:47:00,backend_reversed,2
2024-03-09 09:48:00,approved,340
2024-03-09 09:48:00,denied,30
2024-03-09 09:48:00,reversed,2
2024-03-09 09:48:00,backend_reversed,1
2024-03-09 09:48:00,refunded,3
2024-03-09 09:49:00,reversed,3
2024-03-09 09:49:00,approved,350
2024-03-09 09:49:00,denied,33
2024-03-09 09:50:00,backend_reversed,1
2024-03-09 09:50:00,denied,36
2024-03-09 09:50:00,approved,328
2024-03-09 09:50:00,reversed,2
2024-03-09 09:51:00,denied,39
2024-03-09 09:51:00,reversed,1
2024-03-09 09:51:00,approved,317
2024-03-09 09:51:00,refunded,1
2024-03-09 09:51:00,backend_reversed,1
2024-03-09 09:52:00,reversed,3
2024-03-09 09:52:00,denied,29
2024-03-09 09:52:00,refunded,1
2024-03-09 09:52:00,approved,324
2024-03-09 09:53:00,backend_reversed,1
2024-03-09 09:53:00,approved,362
2024-03-09 09:53:00,denied,26
2024-03-09 09:54:00,reversed,2
2024-03-09 09:54:00,denied,37
2024-03-09 09:54:00,approved,362
2024-03-09 09:54:00,backend_reversed,2
2024-03-09 09:55:00,refunded,1
2024-03-09 09:55:00,backend_reversed,1
2024-03-09 09:55:00,approved,336
2024-03-09 09:55:00,denied,45
2024-03-09 09:56:00,approved,350
2024-03-09 09:56:00,refunded,2
2024-03-09 09:56:00,denied,46
2024-03-09 09:56:00,reversed,5
2024-03-09 09:56:00,backend_reversed,3
2024-03-09 09:57:00,backend_reversed,3
2024-03-09 09:57:00,approved,351
2024-03-09 09:57:00,reversed,3
2024-03-09 09:57:00,denied,48
2024-03-09 09:58:00,denied,35
2024-03-09 09:58:00,approved,327
2024-03-09 09:58:00,backend_reversed,1
2024-03-09 09:58:00,reversed,2
2024-03-09 09:59:00,backend_reversed,1
2024-03-09 09:59:00,approved,326
2024-03-09 09:59:00,reversed,1
2024-03-09 09:59:00,denied,35
2024-03-09 10:00:00,reversed,2
2024-03-09 10:00:00,denied,35
2024-03-09 10:00:00,backend_reversed,2
2024-03-09 10:00:00,approved,363
2024-03-09 10:01:00,refunded,2
2024-03-09 10:01:00,approved,372
2024-03-09 10:01:00,reversed,2
2024-03-09 10:01:00,denied,36
2024-03-09 10:02:00,approved,363
2024-03-09 10:02:00,reversed,2
2024-03-09 10:02:00,refunded,1
2024-03-09 10:02:00,denied,33
2024-03-09 10:02:00,backend_reversed,2
2024-03-09 10:03:00,backend_reversed,2
2024-03-09 10:03:00,approved,360
2024-03-09 10:03:00,denied,30
2024-03-09 10:03:00,reversed,4
2024-03-09 10:04:00,denied,39
2024-03-09 10:04:00,approved,336
2024-03-09 10:04:00,reversed,3
2024-03-09 10:05:00,denied,29
2024-03-09 10:05:00,reversed,4
2024-03-09 10:05:00,approved,335
2024-03-09 10:05:00,backend_reversed,2
2024-03-09 10:05:00,refunded,1
2024-03-09 10:06:00,denied,36
2024-03-09 10:06:00,backend_reversed,2
2024-03-09 10:06:00,approved,337
2024-03-09 10:07:00,approved,351
2024-03-09 10:07:00,denied,31
2024-03-09 10:07:00,refunded,1
2024-03-09 10:07:00,backend_reversed,1
2024-03-09 10:08:00,backend_reversed,3
2024-03-09 10:08:00,refunded,1
2024-03-09 10:08:00,approved,360
2024-03-09 10:08:00,denied,29
2024-03-09 10:08:00,reversed,3
2024-03-09 10:09:00,approved,357
2024-03-09 10:09:00,denied,27
2024-03-09 10:09:00,reversed,5
2024-03-09 10:10:00,approved,348
2024-03-09 10:10:00,denied,49
2024-03-09 10:10:00,reversed,2
2024-03-09 10:10:00,backend_reversed,1
2024-03-09 10:11:00,denied,36
2024-03-09 10:11:00,backend_reversed,2
2024-03-09 10:11:00,approved,382
2024-03-09 10:11:00,reversed,2
2024-03-09 10:11:00,refunded,2
2024-03-09 10:12:00,approved,348
2024-03-09 10:12:00,denied,30
2024-03-09 10:12:00,reversed,4
2024-03-09 10:12:00,backend_reversed,1
2024-03-09 10:13:00,approved,346
2024-03-09 10:13:00,denied,45
2024-03-09 10:13:00,reversed,3
2024-03-09 10:13:00,backend_reversed,2
2024-03-09 10:14:00,refunded,2
2024-03-09 10:14:00,approved,326
2024-03-09 10:14:00,denied,42
2024-03-09 10:15:00,reversed,1
2024-03-09 10:15:00,approved,322
2024-03-09 10:15:00,denied,36
2024-03-09 10:16:00,approved,379
2024-03-09 10:16:00,denied,35
2024-03-09 10:16:00,reversed,1
2024-03-09 10:17:00,approved,342
2024-03-09 10:17:00,reversed,3
2024-03-09 10:17:00,denied,34
2024-03-09 10:18:00,reversed,3
2024-03-09 10:18:00,approved,347
2024-03-09 10:18:00,denied,30
2024-03-09 10:19:00,reversed,2
2024-03-09 10:19:00,approved,343
2024-03-09 10:19:00,denied,44
2024-03-09 10:20:00,refunded,1
2024-03-09 10:20:00,approved,324
2024-03-09 10:20:00,denied,46
2024-03-09 10:21:00,refunded,1
2024-03-09 10:21:00,approved,332
2024-03-09 10:21:00,denied,29
2024-03-09 10:21:00,reversed,1
2024-03-09 10:21:00,backend_reversed,1
2024-03-09 10:22:00,approved,335
2024-03-09 10:22:00,backend_reversed,1
2024-03-09 10:22:00,denied,33
2024-03-09 10:23:00,denied,23
2024-03-09 10:23:00,reversed,3
2024-03-09 10:23:00,backend_reversed,1
2024-03-09 10:23:00,approved,344
2024-03-09 10:24:00,denied,40
2024-03-09 10:24:00,refunded,1
2024-03-09 10:24:00,approved,349
2024-03-09 10:24:00,reversed,1
2024-03-09 10:25:00,approved,348
2024-03-09 10:25:00,reversed,4
2024-03-09 10:25:00,denied,31
2024-03-09 10:26:00,approved,356
2024-03-09 10:26:00,backend_reversed,2
2024-03-09 10:26:00,denied,38
2024-03-09 10:26:00,reversed,2
2024-03-09 10:27:00,denied,38
2024-03-09 10:27:00,backend_reversed,1
2024-03-09 10:27:00,reversed,1
2024-03-09 10:27:00,approved,337
2024-03-09 10:28:00,reversed,3
2024-03-09 10:28:00,backend_reversed,1
2024-03-09 10:28:00,denied,35
2024-03-09 10:28:00,approved,365
2024-03-09 10:29:00,backend_reversed,1
2024-03-09 10:29:00,approved,384
2024-03-09 10:29:00,denied,45
2024-03-09 10:30:00,approved,365
2024-03-09 10:30:00,denied,41
2024-03-09 10:30:00,reversed,2
2024-03-09 10:31:00,denied,30
2024-03-09 10:31:00,reversed,3
2024-03-09 10:31:00,backend_reversed,1
2024-03-09 10:31:00,approved,373
2024-03-09 10:31:00,failed,1
2024-03-09 10:32:00,denied,35
2024-03-09 10:32:00,reversed,2
2024-03-09 10:32:00,approved,365
2024-03-09 10:32:00,refunded,2
2024-03-09 10:33:00,reversed,2
2024-03-09 10:33:00,approved,335
2024-03-09 10:33:00,denied,47
2024-03-09 10:34:00,denied,28
2024-03-09 10:34:00,approved,351
2024-03-09 10:34:00,reversed,1
2024-03-09 10:34:00,backend_reversed,1
2024-03-09 10:35:00,approved,379
2024-03-09 10:35:00,reversed,1
2024-03-09 10:35:00,denied,36
2024-03-09 10:35:00,refunded,2
2024-03-09 10:36:00,backend_reversed,2
2024-03-09 10:36:00,denied,30
2024-03-09 10:36:00,approved,365
2024-03-09 10:36:00,reversed,2
2024-03-09 10:37:00,approved,339
2024-03-09 10:37:00,reversed,3
2024-03-09 10:37:00,backend_reversed,2
2024-03-09 10:37:00,refunded,2
2024-03-09 10:37:00,denied,38
2024-03-09 10:38:00,refunded,1
2024-03-09 10:38:00,failed,1
2024-03-09 10:38:00,approved,351
2024-03-09 10:38:00,denied,41
2024-03-09 10:38:00,reversed,4
2024-03-09 10:39:00,approved,339
2024-03-09 10:39:00,denied,51
2024-03-09 10:39:00,reversed,1
2024-03-09 10:40:00,approved,375
2024-03-09 10:40:00,reversed,4
2024-03-09 10:40:00,backend_reversed,1
2024-03-09 10:40:00,denied,29
2024-03-09 10:41:00,reversed,1
2024-03-09 10:41:00,approved,352
2024-03-09 10:41:00,backend_reversed,1
2024-03-09 10:41:00,denied,34
2024-03-09 10:42:00,denied,37
2024-03-09 10:42:00,approved,343
2024-03-09 10:42:00,refunded,2
2024-03-09 10:42:00,reversed,3
2024-03-09 10:43:00,reversed,2
2024-03-09 10:43:00,approved,335
2024-03-09 10:43:00,denied,31
2024-03-09 10:44:00,backend_reversed,1
2024-03-09 10:44:00,approved,338
2024-03-09 10:44:00,denied,34
2024-03-09 10:44:00,reversed,3
2024-03-09 10:45:00,reversed,1
2024-03-09 10:45:00,approved,375
2024-03-09 10:45:00,refunded,1
2024-03-09 10:45:00,denied,35
2024-03-09 10:45:00,backend_reversed,1
2024-03-09 10:46:00,refunded,1
2024-03-09 10:46:00,denied,39
2024-03-09 10:46:00,reversed,4
2024-03-09 10:46:00,approved,398
2024-03-09 10:47:00,denied,35
2024-03-09 10:47:00,backend_reversed,2
2024-03-09 10:47:00,approved,345
2024-03-09 10:48:00,approved,364
2024-03-09 10:48:00,refunded,1
2024-03-09 10:48:00,backend_reversed,2
2024-03-09 10:48:00,denied,46
2024-03-09 10:49:00,backend_reversed,2
2024-03-09 10:49:00,denied,51
2024-03-09 10:49:00,refunded,1
2024-03-09 10:49:00,approved,385
2024-03-09 10:49:00,reversed,2
2024-03-09 10:50:00,denied,28
2024-03-09 10:50:00,approved,373
2024-03-09 10:50:00,backend_reversed,2
2024-03-09 10:50:00,reversed,1
2024-03-09 10:51:00,denied,46
2024-03-09 10:51:00,reversed,1
2024-03-09 10:51:00,approved,383
2024-03-09 10:52:00,approved,380
2024-03-09 10:52:00,backend_reversed,3
2024-03-09 10:52:00,reversed,1
2024-03-09 10:52:00,denied,34
2024-03-09 10:53:00,approved,365
2024-03-09 10:53:00,denied,48
2024-03-09 10:54:00,denied,34
2024-03-09 10:54:00,approved,391
2024-03-09 10:54:00,backend_reversed,4
2024-03-09 10:54:00,reversed,2
2024-03-09 10:55:00,approved,369
2024-03-09 10:55:00,denied,35
2024-03-09 10:55:00,reversed,1
2024-03-09 10:55:00,backend_reversed,3
2024-03-09 10:56:00,approved,362
2024-03-09 10:56:00,denied,38
2024-03-09 10:56:00,backend_reversed,1
2024-03-09 10:56:00,reversed,3
2024-03-09 10:57:00,reversed,4
2024-03-09 10:57:00,denied,47
2024-03-09 10:57:00,backend_reversed,1
2024-03-09 10:57:00,approved,339
2024-03-09 10:58:00,reversed,1
2024-03-09 10:58:00,approved,355
2024-03-09 10:58:00,refunded,1
2024-03-09 10:58:00,denied,36
2024-03-09 10:58:00,backend_reversed,1
2024-03-09 10:59:00,reversed,2
2024-03-09 10:59:00,backend_reversed,1
2024-03-09 10:59:00,approved,381
2024-03-09 10:59:00,denied,39
2024-03-09 10:59:00,refunded,1
2024-03-09 11:00:00,denied,34
2024-03-09 11:00:00,backend_reversed,1
2024-03-09 11:00:00,approved,375
2024-03-09 11:00:00,reversed,2
2024-03-09 11:01:00,approved,373
2024-03-09 11:01:00,denied,41
2024-03-09 11:01:00,reversed,3
2024-03-09 11:02:00,denied,28
2024-03-09 11:02:00,approved,354
2024-03-09 11:02:00,backend_reversed,4
2024-03-09 11:03:00,backend_reversed,1
2024-03-09 11:03:00,approved,354
2024-03-09 11:03:00,denied,34
2024-03-09 11:03:00,reversed,1
2024-03-09 11:04:00,denied,48
2024-03-09 11:04:00,reversed,1
2024-03-09 11:04:00,approved,396
2024-03-09 11:04:00,refunded,2
2024-03-09 11:05:00,reversed,4
2024-03-09 11:05:00,approved,396
2024-03-09 11:05:00,denied,36
2024-03-09 11:06:00,denied,34
2024-03-09 11:06:00,reversed,1
2024-03-09 11:06:00,approved,364
2024-03-09 11:06:00,refunded,1
2024-03-09 11:07:00,denied,42
2024-03-09 11:07:00,reversed,4
2024-03-09 11:07:00,approved,348
2024-03-09 11:07:00,refunded,2
2024-03-09 11:08:00,approved,356
2024-03-09 11:08:00,denied,31
2024-03-09 11:08:00,refunded,3
2024-03-09 11:08:00,reversed,3
2024-03-09 11:09:00,approved,379
2024-03-09 11:09:00,backend_reversed,1
2024-03-09 11:09:00,denied,28
2024-03-09 11:09:00,reversed,5
2024-03-09 11:10:00,approved,355
2024-03-09 11:10:00,denied,32
2024-03-09 11:10:00,backend_reversed,1
2024-03-09 11:11:00,denied,37
2024-03-09 11:11:00,approved,378
2024-03-09 11:11:00,backend_reversed,1
2024-03-09 11:11:00,refunded,1
2024-03-09 11:12:00,denied,35
2024-03-09 11:12:00,backend_reversed,1
2024-03-09 11:12:00,approved,356
2024-03-09 11:12:00,refunded,3
2024-03-09 11:13:00,approved,382
2024-03-09 11:13:00,denied,26
2024-03-09 11:13:00,backend_reversed,1
2024-03-09 11:13:00,reversed,1
2024-03-09 11:14:00,reversed,2
2024-03-09 11:14:00,denied,34
2024-03-09 11:14:00,approved,353
2024-03-09 11:15:00,denied,43
2024-03-09 11:15:00,refunded,2
2024-03-09 11:15:00,reversed,3
2024-03-09 11:15:00,approved,382
2024-03-09 11:16:00,backend_reversed,1
2024-03-09 11:16:00,denied,34
2024-03-09 11:16:00,approved,330
2024-03-09 11:16:00,reversed,2
2024-03-09 11:17:00,reversed,2
2024-03-09 11:17:00,approved,376
2024-03-09 11:17:00,denied,38
2024-03-09 11:18:00,refunded,1
2024-03-09 11:18:00,denied,34
2024-03-09 11:18:00,approved,324
2024-03-09 11:18:00,reversed,4
2024-03-09 11:19:00,backend_reversed,1
2024-03-09 11:19:00,approved,373
2024-03-09 11:19:00,denied,39
2024-03-09 11:19:00,reversed,1
2024-03-09 11:20:00,approved,377
2024-03-09 11:20:00,denied,22
2024-03-09 11:20:00,refunded,1
2024-03-09 11:21:00,approved,356
2024-03-09 11:21:00,denied,35
2024-03-09 11:21:00,reversed,1
2024-03-09 11:22:00,approved,377
2024-03-09 11:22:00,denied,37
2024-03-09 11:22:00,refunded,1
2024-03-09 11:23:00,denied,33
2024-03-09 11:23:00,approved,367
2024-03-09 11:23:00,reversed,1
2024-03-09 11:24:00,approved,371
2024-03-09 11:24:00,reversed,3
2024-03-09 11:24:00,refunded,1
2024-03-09 11:24:00,denied,26
2024-03-09 11:25:00,reversed,3
2024-03-09 11:25:00,denied,30
2024-03-09 11:25:00,approved,391
2024-03-09 11:25:00,refunded,2
2024-03-09 11:25:00,backend_reversed,1
2024-03-09 11:26:00,approved,382
2024-03-09 11:26:00,denied,35
2024-03-09 11:26:00,reversed,3
2024-03-09 11:27:00,approved,380
2024-03-09 11:27:00,denied,52
2024-03-09 11:27:00,refunded,1
2024-03-09 11:27:00,reversed,2
2024-03-09 11:28:00,backend_reversed,1
2024-03-09 11:28:00,denied,40
2024-03-09 11:28:00,approved,349
2024-03-09 11:28:00,reversed,3
2024-03-09 11:28:00,refunded,1
2024-03-09 11:29:00,approved,346
2024-03-09 11:29:00,denied,35
2024-03-09 11:30:00,denied,34
2024-03-09 11:30:00,reversed,1
2024-03-09 11:30:00,approved,377
2024-03-09 11:31:00,approved,368
2024-03-09 11:31:00,reversed,3
2024-03-09 11:31:00,denied,35
2024-03-09 11:32:00,reversed,3
2024-03-09 11:32:00,approved,351
2024-03-09 11:32:00,denied,29
2024-03-09 11:32:00,backend_reversed,1
2024-03-09 11:33:00,approved,358
2024-03-09 11:33:00,refunded,1
2024-03-09 11:33:00,denied,18
2024-03-09 11:33:00,reversed,1
2024-03-09 11:34:00,reversed,1
2024-03-09 11:34:00,refunded,1
2024-03-09 11:34:00,denied,40
2024-03-09 11:34:00,approved,327
2024-03-09 11:35:00,denied,38
2024-03-09 11:35:00,reversed,3
2024-03-09 11:35:00,approved,355
2024-03-09 11:36:00,denied,31
2024-03-09 11:36:00,approved,392
2024-03-09 11:36:00,reversed,5
2024-03-09 11:36:00,refunded,2
2024-03-09 11:37:00,reversed,2
2024-03-09 11:37:00,backend_reversed,1
2024-03-09 11:37:00,approved,379
2024-03-09 11:37:00,denied,36
2024-03-09 11:37:00,refunded,1
2024-03-09 11:38:00,approved,407
2024-03-09 11:38:00,denied,33
2024-03-09 11:39:00,approved,371
2024-03-09 11:39:00,denied,29
2024-03-09 11:39:00,reversed,2
2024-03-09 11:40:00,approved,397
2024-03-09 11:40:00,denied,33
2024-03-09 11:40:00,backend_reversed,2
2024-03-09 11:40:00,reversed,2
2024-03-09 11:41:00,denied,28
2024-03-09 11:41:00,reversed,1
2024-03-09 11:41:00,approved,349
2024-03-09 11:42:00,approved,382
2024-03-09 11:42:00,denied,34
2024-03-09 11:42:00,reversed,3
